DATE,FIRE_NAME,FIRE_SIZE,LATITUDE,LONGITUDE
2013-08-05,ALAMITOS,1.0,35.61361111,-105.74166667
2013-05-14,WILLOW,0.1,35.77777778,-105.67277778
2013-06-10,JAROSO,11149.0,35.91138889,-105.7275
2013-05-29,CREEK,0.1,35.76888889,-105.80861111
2013-07-08,BIG PINE,0.1,35.72,-105.46833333
2013-05-30,TRES LAGUNAS,10219.0,35.71583333,-105.68305556
2013-07-05,GLORIETA,0.1,35.58222222,-105.80305556
2013-06-06,WRIGHT,0.25,35.71861111,-105.53194444
2013-08-19,LA PASADA,0.2,35.62694444,-105.67527778
2013-05-12,MINE,0.1,35.75555556,-105.66916667
2013-05-28,BLACK CANYON CG #26,0.1,35.72583333,-105.83555556
2013-05-28,BLACK CANYON CG #4,0.1,35.72694444,-105.84055556
2013-06-20,BRAZEL,0.5,35.61833333,-105.51055556
2013-07-07,GRASSHOPPER,0.1,35.57166667,-105.82027778
2013-07-08,LA CUEVA (EAST),0.1,35.57527778,-105.51777778
2013-04-14,CANYON,0.1,35.72722222,-105.83944444
2013-07-19,FLORES,0.1,35.61138889,-105.60388889
2013-05-27,BIG TESUQUE,0.1,35.77027778,-105.80805556
2013-04-15,TERRERO,0.1,35.741111,-105.67825
2013-04-16,RIVER,0.5,35.5633,-105.668603
2013-03-03,THUNDERBIRD,0.5,35.599117,-105.682667
2013-03-04,COUGAR FIRE,0.1,35.520873,-105.847526
2013-08-04,SACRED,0.1,35.584203,-105.730797
2014-08-01,RUIDOSO,0.1,35.60333333,-105.55305556
2014-07-21,OJITO,0.1,35.64,-105.62861111
2014-07-13,WILD HORSE,0.1,35.67055556,-105.77055556
2014-07-12,CARPENTER,0.25,35.80166667,-105.66361111
2014-06-15,DAVIS,0.1,35.755,-105.6625
2014-07-16,BRAZEL,0.25,35.61111111,-105.5075
2014-07-29,BACA,0.1,35.64138889,-105.62527778
2014-08-02,WILLOW,0.1,35.76055556,-105.68
2014-05-18,CAMPGROUND FIRE,0.01,35.97444444,-105.76944444
2014-07-07,BLACK CANYON,0.1,35.72638889,-105.84527778
2014-12-08,HARTMAN,0.01,35.56666667,-105.50472222
2014-05-18,MAGPIE,0.1,35.56851,-105.75476
2014-05-22,BATTLEFIELD,0.3,35.566694,-105.75449
2014-10-05,GLORIETA,0.1,35.56891,-105.75544
2014-04-22,TRUJILLO,6.0,35.6426,-105.6452
2014-07-27,ALEXANDER,0.1,35.6043,-105.6697
2014-10-04,SANDERS,2.0,35.6188,-105.7065
2014-05-20,MAESTAS CANYON,5.0,35.5226,-105.4772
2014-06-17,MORA,0.1,35.7758,-105.6595
2014-03-12,BTR FRONTAGE RD,0.16,35.5137,-105.5994
2015-06-06,COMMISSARY,2587.0,35.53805556,-105.4625
2015-08-13,TECOLOTE,0.5,35.67722222,-105.4575
2015-08-16,APACHE,0.5,35.65944444,-105.83305556
2015-08-13,TRACK,0.1,35.67305556,-105.68388889
2015-08-12,LA CUEVA 1,0.1,35.61027778,-105.7325
2015-08-12,LA CUEVA 2,0.1,35.60972222,-105.73305556
2015-08-19,CUERVITO,1.25,35.52805556,-105.51638889
2015-04-13,LAND FILL,0.5,35.58222222,-105.69472222
2015-06-13,WILDHORSE,0.25,35.67805556,-105.74833333
2015-07-27,TRAIL 25,0.1,35.84611111,-105.64472222
2015-06-19,BACK 30,0.5,35.62916667,-105.79972222
2015-08-10,BLACK CANYON,0.1,35.72666667,-105.84055556
2015-08-11,HYDE,0.1,35.74083333,-105.82638889
2015-07-17,STEWART LAKE,0.1,35.83055556,-105.72555556
2015-05-03,MAGPIE FIRE,0.1,35.565097,-105.752461
2015-06-04,301 FIRE,0.1,35.565278,-105.753442
